,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206_2SE(prop),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),Final U238/Pb206_2SE(prop),rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
BRe_grain_70_8,1.14269,0.0259745,0.0962715,120.942,2.76947,13.8195,0.767049,0.00968419,0.00968419,0.882401,0.0211515,0.0783954,0.255066,0.855125
BRe_grain_70_9,1.2989,0.0296814,0.109345,138.765,3.04353,15.8118,0.773683,0.00948435,0.00948435,0.778429,0.0185554,0.0683572,0.28648,0.864929
BRe_grain_71_1,6.52827,0.166766,0.554833,776.627,17.0063,88.4466,0.863743,0.00729574,0.00729574,0.155767,0.0035886,0.0119394,0.369852,0.977059
BRe_grain_71_2,6.8922,0.227184,0.601276,819.662,23.9972,94.3319,0.86485,0.00643721,0.00643721,0.148316,0.00444506,0.0117645,0.342107,0.98644
BRe_grain_71_3,6.35484,0.187107,0.548981,753.562,18.9984,86.4202,0.862192,0.00746912,0.00746912,0.161633,0.00408819,0.011995,0.227915,0.971034
BRe_grain_71_4,5.981,0.157812,0.510967,718.462,16.805,82.1567,0.869924,0.00754382,0.00754382,0.170763,0.00378938,0.0122694,0.188652,0.977693
BRe_grain_71_5,7.46407,0.172033,0.6305,898.491,20.5713,102.698,0.862948,0.00672731,0.00672731,0.134733,0.00316926,0.0116153,0.264092,0.966125
BRe_grain_71_6,9.19942,0.358601,0.830119,1095.11,37.3479,128.36,0.860524,0.00713881,0.00713881,0.112484,0.00349837,0.00809831,0.374361,0.991199
BRe_grain_72_1,9.26048,0.258425,0.797668,1119.68,30.0246,129.214,0.87261,0.00735489,0.00735489,0.111485,0.00319853,0.00987277,0.242246,0.944921
BRe_grain_72_2,9.89163,0.223827,0.837298,1209.07,27.1759,138.532,0.874787,0.00570521,0.00570521,0.10219,0.00234791,0.00878313,0.20798,0.95267
BRe_grain_72_3,15.5269,0.31784,1.33037,1888.42,35.5454,214.115,0.877464,0.00599821,0.00599821,0.0654427,0.0013011,0.00544595,0.293111,0.914314
BRe_grain_72_4,8.9989,0.362417,0.817023,1099.8,45.8306,131.526,0.872973,0.0111901,0.0111901,0.117046,0.00478087,0.0107779,0.0907282,0.940933
BRe_grain_73_1,10.7238,0.311091,0.925549,1324.78,37.3349,153,0.884793,0.0086502,0.0086502,0.0948965,0.00303151,0.00901925,0.228054,0.964498
BRe_grain_73_2,12.6262,0.930901,1.38526,1544.66,108.267,204.034,0.870209,0.0147846,0.0147846,0.0917469,0.00628412,0.00935131,0.458943,0.942006
BRe_grain_73_3,9.73541,0.358308,0.86864,1201.28,46.4561,142.373,0.874523,0.0079129,0.0079129,0.105539,0.00406849,0.00986317,0.148561,0.979459
BRe_grain_73_4,8.99796,0.448356,0.857236,1096.48,51.9427,133.261,0.875986,0.0128619,0.0128619,0.117738,0.00522758,0.0099949,0.239119,0.964429
BRe_grain_73_5,10.3075,0.615922,1.03882,1272.21,77.0184,161.834,0.878524,0.0134237,0.0134237,0.109335,0.00646493,0.0109038,0.161401,0.971184
BRe_grain_73_6,9.05002,0.514173,0.89648,1099.37,60.8758,137.207,0.86945,0.00896206,0.00896206,0.123599,0.0083794,0.0146098,0.0739242,0.983043
BRe_grain_74_1,9.39595,0.197212,0.786938,1129.77,24.1657,128.649,0.875721,0.00704692,0.00704692,0.107361,0.00223753,0.00892845,0.0817365,0.891228
BRe_grain_74_2,9.1672,0.166397,0.76163,1107.16,18.7184,125.395,0.872346,0.00618326,0.00618326,0.109448,0.00205823,0.0094209,0.370954,0.876666
BRe_grain_74_3,10.3778,0.179543,0.861573,1231.51,23.6375,139.767,0.877567,0.00662888,0.00662888,0.0962172,0.00178782,0.00857921,0.288663,0.860583
BRe_grain_74_4,7.47314,0.144696,0.623429,874.21,13.2313,98.7358,0.868149,0.00591303,0.00591303,0.13425,0.00256812,0.0110649,0.322599,0.871144
BRe_grain_74_5,9.97273,0.165415,0.825732,1188.12,22.0386,134.498,0.877601,0.00517217,0.00517217,0.100332,0.00159115,0.0079428,0.0863804,0.913269
BRe_grain_74_6,8.4263,0.119278,0.693674,998.113,15.9729,112.635,0.877161,0.00392523,0.00392523,0.119148,0.00169229,0.00984172,0.241681,0.942493
BRe_grain_74_7,8.63726,0.216193,0.732279,1015.11,26.4287,116.325,0.872181,0.00417214,0.00417214,0.118533,0.00335031,0.011348,0.057293,0.976221
BRe_grain_75_1,6.0485,0.120625,0.506438,711.288,14.8479,81.1335,0.871453,0.00633438,0.00633438,0.165649,0.00356201,0.014955,0.150625,0.936308
BRe_grain_75_2,6.9535,0.14677,0.583578,814.127,16.7938,92.7042,0.869511,0.00516176,0.00516176,0.143431,0.00311871,0.0124004,0.0824552,0.956885
BRe_grain_75_3,5.20472,0.114299,0.437244,601.272,12.7786,68.3209,0.859994,0.00609425,0.00609425,0.194114,0.00411439,0.0157393,0.063201,0.93311
BRe_grain_75_4,5.15733,0.113819,0.434517,602.526,12.7264,68.6992,0.86682,0.00648117,0.00648117,0.1956,0.00432417,0.016508,0.232302,0.967119
BRe_grain_75_5,5.46256,0.0886692,0.451664,634.537,9.08488,71.4836,0.8652,0.00567918,0.00567918,0.184563,0.0029687,0.015122,0.244462,0.917004
BRe_grain_75_6,4.70101,0.146011,0.408155,545.496,15.8445,62.9814,0.863514,0.00642139,0.00642139,0.220242,0.00734408,0.0205294,0.130532,0.960442
BRe_grain_75_7,6.20347,0.128462,0.518026,731.827,15.4274,83.129,0.872691,0.0062273,0.0062273,0.162875,0.00342874,0.0138265,0.137622,0.93045
BRe_grain_75_8,6.88733,0.315298,0.640926,813.839,37.9435,98.5563,0.870425,0.00585146,0.00585146,0.15646,0.00710936,0.0144516,-0.0949059,0.986893
BRe_grain_75_9,7.50457,0.159558,0.630761,890.109,18.1387,101.242,0.876781,0.00509572,0.00509572,0.135153,0.00292774,0.0115739,0.0342946,0.946507
BRe_grain_76_1,6.44146,0.155616,0.546418,753.949,15.9713,85.7582,0.864241,0.00659051,0.00659051,0.158496,0.00368244,0.0129302,0.361455,0.929929
BRe_grain_76_2,5.61634,0.137436,0.476422,663.697,15.7148,75.709,0.867507,0.00599935,0.00599935,0.182091,0.00458096,0.0158799,0.19165,0.953135
BRe_grain_76_3,6.13267,0.141329,0.519341,741.509,15.8555,84.7185,0.862043,0.00579541,0.00579541,0.164613,0.00364094,0.0133794,0.236458,0.94233
BRe_grain_77_1,10.1354,0.179114,0.845129,1237.63,22.2031,140.715,0.871182,0.00646606,0.00646606,0.0988547,0.00178657,0.00842972,0.260161,0.909817
BRe_grain_77_2,8.72304,0.198916,0.73809,1066.22,25.7734,122.448,0.870402,0.00548056,0.00548056,0.115965,0.00262335,0.00973408,0.0635032,0.953848
BRe_grain_77_3,7.80154,0.129795,0.649541,950.713,16.0165,108.082,0.869216,0.00557183,0.00557183,0.128182,0.00210518,0.0105351,0.326417,0.913138
BRe_grain_77_4,8.08941,0.109469,0.668455,990.4,14.2772,112.14,0.872871,0.00482803,0.00482803,0.123515,0.00173018,0.010565,0.280047,0.909029
BRe_grain_77_5,8.8623,0.131785,0.733356,1074.54,17.2883,121.761,0.866115,0.00471623,0.00471623,0.112536,0.00170458,0.00948563,0.226145,0.921363
BRe_grain_77_6,5.7942,0.176114,0.503497,696.912,20.4828,80.915,0.861417,0.00512714,0.00512714,0.177208,0.00516316,0.0147611,0.0496379,0.977719
BRe_grain_78_1,1.48773,0.019962,0.123007,165.426,2.27913,18.7744,0.794536,0.00517558,0.00517558,0.672168,0.00888031,0.0547208,0.201637,0.879495
BRe_grain_78_2,1.48284,0.0229764,0.122896,164.256,2.42224,18.6232,0.796024,0.00590465,0.00590465,0.676391,0.0105605,0.0564857,0.285475,0.865794
BRe_grain_78_3,1.47748,0.0216816,0.122086,163.594,2.5851,18.5429,0.792675,0.0049506,0.0049506,0.673875,0.00995825,0.0560733,0.225303,0.87903
BRe_grain_79_1,6.76925,0.15664,0.571437,812.064,18.4254,92.8357,0.864673,0.00607525,0.00607525,0.149719,0.00357584,0.013045,0.299593,0.942462
BRe_grain_79_10,6.50521,0.125017,0.54472,774.561,15.8502,88.2877,0.860036,0.00678091,0.00678091,0.156622,0.00310938,0.0135481,0.116995,0.903019
BRe_grain_79_11,6.58242,0.157706,0.559638,783.156,17.3212,89.6347,0.859882,0.00600286,0.00600286,0.155817,0.00358425,0.0127191,0.25621,0.942724
BRe_grain_79_12,7.14274,0.146696,0.600951,864.291,16.5986,98.5164,0.871872,0.00624013,0.00624013,0.142969,0.00302096,0.0123756,0.347257,0.920201
BRe_grain_79_13,7.25481,0.134158,0.607238,873.976,15.1629,99.3903,0.86419,0.00535996,0.00535996,0.139924,0.00254429,0.0115162,0.225537,0.917784
BRe_grain_79_14,7.01488,0.185608,0.602038,843.564,21.2181,97.1872,0.865125,0.0064113,0.0064113,0.14712,0.00395075,0.0128147,0.194151,0.944353
BRe_grain_79_2,6.49212,0.13394,0.543171,773.644,16.0625,88.0597,0.862371,0.00518397,0.00518397,0.1559,0.00330561,0.0134053,0.137504,0.943545
BRe_grain_79_3,7.54781,0.136943,0.626461,903.775,16.2311,102.314,0.86785,0.00630245,0.00630245,0.132746,0.00249251,0.0114022,0.348677,0.906576
BRe_grain_79_4,5.91348,0.101362,0.488615,701.837,12.0279,79.2201,0.861544,0.00618717,0.00618717,0.170007,0.0030099,0.0145093,0.268047,0.893011
BRe_grain_79_5,6.13951,0.130742,0.512183,732.229,15.5432,82.9925,0.86482,0.00613787,0.00613787,0.164958,0.00380042,0.0148882,0.216204,0.932662
BRe_grain_79_6,6.84101,0.148963,0.571228,815.878,18.3491,92.6201,0.86558,0.00579705,0.00579705,0.147892,0.00323494,0.012405,0.159895,0.941317
BRe_grain_79_7,6.40323,0.149317,0.54059,760.736,17.6452,86.8123,0.862454,0.00552826,0.00552826,0.160057,0.00392055,0.014194,0.195399,0.949105
BRe_grain_79_8,7.65122,0.18955,0.650057,916.221,22.1797,104.882,0.869534,0.00604019,0.00604019,0.134363,0.00344955,0.0118302,0.194167,0.947576
BRe_grain_79_9,6.84057,0.146888,0.575891,816.318,16.5855,92.9633,0.864947,0.00674757,0.00674757,0.149373,0.00322904,0.0126598,0.256455,0.915954
BRe_grain_83_1,2.9441,0.191102,0.306381,344.664,22.014,44.4559,0.843694,0.0239879,0.0239879,0.376704,0.0221175,0.0354595,0.250027,0.950504
BRe_grain_83_2,2.99331,0.148946,0.285462,356.128,16.0873,43.0357,0.859094,0.0196062,0.0196062,0.35846,0.0176127,0.0337555,0.291794,0.920018
BRe_grain_83_3,2.85756,0.249272,0.340751,324.529,27.373,45.5146,0.817762,0.01873,0.01873,0.406706,0.0241825,0.0330572,0.179062,0.985566
BRe_grain_83_4,2.96253,0.172782,0.296413,347.213,19.977,43.7332,0.839716,0.0207798,0.0207798,0.36837,0.0181831,0.0311937,0.213423,0.952287
BRe_grain_83_5,2.6725,0.240516,0.324053,302.962,26.1892,42.8681,0.817807,0.018658,0.018658,0.440393,0.0273519,0.0368519,0.172307,0.98895
BRe_grain_83_6,3.46056,0.386934,0.47824,386.964,42.5388,60.7196,0.799463,0.01927,0.01927,0.367259,0.0267765,0.033095,0.219836,0.988426
BRe_grain_84_1,8.72892,0.320832,0.777654,1073.39,38.1836,125.94,0.885539,0.00767727,0.00767727,0.120528,0.00495665,0.0120143,0.147803,0.966695
BRe_grain_84_10,8.26226,0.393906,0.777739,986.233,49.6852,120.996,0.877974,0.00893603,0.00893603,0.131379,0.00683294,0.0134912,-0.0467035,0.976643
BRe_grain_84_2,9.37892,0.290613,0.814722,1161.19,37.4588,135.198,0.887363,0.00823824,0.00823824,0.109932,0.00350163,0.00981668,0.145374,0.94838
BRe_grain_84_3,6.94615,0.330622,0.653424,824.815,37.2577,99.5343,0.880382,0.00818161,0.00818161,0.155044,0.00724487,0.0143184,0.0329257,0.974987
BRe_grain_84_4,9.03466,0.235234,0.770072,1088.41,28.014,124.927,0.885362,0.00817206,0.00817206,0.111305,0.00286147,0.00936743,0.157192,0.93659
BRe_grain_84_5,9.2035,0.304235,0.806555,1106.63,39.3843,129.892,0.880457,0.00775377,0.00775377,0.11089,0.00377402,0.0100053,0.124714,0.965046
BRe_grain_84_6,10.9504,0.296085,0.936867,1304.22,32.0173,149.388,0.884147,0.00788113,0.00788113,0.0929089,0.0025044,0.00792438,0.218674,0.930827
BRe_grain_84_7,11.098,0.351761,0.967308,1318.67,41.5931,153.333,0.88274,0.00794575,0.00794575,0.0923472,0.00295473,0.00812521,0.0561842,0.943607
BRe_grain_84_8,9.72727,0.360544,0.86829,1161.36,42.5168,136.767,0.87943,0.00857559,0.00857559,0.106837,0.00392485,0.00945213,0.024421,0.958515
BRe_grain_84_9,8.06651,0.266568,0.706798,969.343,34.9838,113.925,0.884323,0.00833151,0.00833151,0.127531,0.00459705,0.0121889,-0.0608453,0.960654
BRe_grain_85_1,7.39297,0.187348,0.62904,875.033,21.0249,100.139,0.874736,0.00433777,0.00433777,0.137502,0.00336056,0.0112834,0.151049,0.96912
BRe_grain_85_2,8.01028,0.271535,0.704824,950.781,31.3273,110.858,0.875957,0.00523504,0.00523504,0.129395,0.00420728,0.0109208,0.0504568,0.980472
BRe_grain_85_3,6.84716,0.142422,0.573816,809.193,15.8356,91.8342,0.869392,0.00440866,0.00440866,0.147231,0.00298394,0.0120222,-0.0519172,0.960617
BRe_grain_85_4,6.96465,0.121164,0.578191,825.131,13.5834,93.4128,0.871975,0.0040713,0.0040713,0.144537,0.0025621,0.0122262,-0.0621452,0.9496
BRe_grain_85_5,6.9106,0.100677,0.569635,817.228,9.84035,91.7984,0.869988,0.00501799,0.00501799,0.145193,0.00209398,0.0118479,0.271119,0.880507
BRe_grain_85_6,9.0737,0.17897,0.758513,1081.06,23.1655,123.341,0.872687,0.00551408,0.00551408,0.111438,0.00228075,0.00966631,0.206542,0.951994
BRe_grain_85_7,6.52027,0.161667,0.55418,772.36,18.4828,88.6474,0.869717,0.00501473,0.00501473,0.156177,0.00366545,0.0125648,0.138783,0.964559
BRe_grain_85_8,7.23463,0.143935,0.606251,860.433,17.6953,98.3229,0.868163,0.00454142,0.00454142,0.139754,0.00279767,0.0117837,0.186456,0.948818
BRe_grain_85_9,7.6657,0.177036,0.647876,910.266,22.9046,104.496,0.853546,0.0101258,0.0101258,0.131072,0.00313613,0.0114769,0.304233,0.827083
BRe_grain_89_1,4.87916,0.247956,0.467799,593.297,31.9322,73.7274,0.869043,0.0177456,0.0177456,0.215146,0.0107095,0.0202047,-0.0136163,0.955783
BRe_grain_89_2,5.40205,0.325817,0.546755,651.219,39.6746,83.0335,0.857288,0.0187096,0.0187096,0.197712,0.0102264,0.0171609,0.294283,0.975497
BRe_grain_89_3,3.55761,0.216001,0.361023,430.332,24.9869,54.3022,0.864823,0.0186425,0.0186425,0.292915,0.0148661,0.0248471,0.0665929,0.970053
BRe_grain_89_4,3.6274,0.243632,0.382617,439.196,30.3266,57.8167,0.864869,0.0200155,0.0200155,0.30137,0.0179735,0.0282268,0.251754,0.977574
BRe_grain_89_5,4.99123,0.261734,0.482809,595.338,27.0479,71.972,0.869015,0.0148325,0.0148325,0.211098,0.0106644,0.0196722,0.296009,0.973674
BRe_grain_89_6,3.83178,0.224819,0.383953,457.464,23.3179,56.2901,0.877158,0.0195155,0.0195155,0.279029,0.0150806,0.0257551,0.477796,0.947707
BRe_grain_89_7,4.01412,0.240515,0.405343,483.221,27.3928,60.6642,0.867943,0.0190675,0.0190675,0.262219,0.0123108,0.0207475,0.167114,0.973384
BRe_grain_90_1,9.70435,0.24526,0.825915,1179.36,26.0075,134.592,0.873302,0.00825679,0.00825679,0.10263,0.00265034,0.00892504,0.317587,0.887608
BRe_grain_90_10,11.9289,0.430522,1.07174,1429.64,56.5341,171.92,0.878471,0.010152,0.010152,0.0870081,0.00319148,0.00794484,0.339701,0.949563
BRe_grain_90_2,9.76353,0.221377,0.823347,1169.49,20.7822,132.451,0.865999,0.00760207,0.00760207,0.102141,0.00205775,0.00765321,0.440286,0.291328
BRe_grain_90_3,9.71762,0.174203,0.807398,1188.74,21.5676,134.55,0.874964,0.00557373,0.00557373,0.102028,0.00173242,0.00802945,0.264635,0.895787
BRe_grain_90_4,10.071,0.164383,0.833809,1224.1,20.9596,138.506,0.870554,0.00559574,0.00559574,0.098597,0.00167518,0.00849712,0.348872,0.883074
BRe_grain_90_5,9.90549,0.208971,0.830286,1188.2,23.4995,134.976,0.868891,0.00897878,0.00897878,0.100586,0.00215219,0.0085511,0.408435,0.809702
BRe_grain_90_6,10.2299,0.221546,0.85976,1227.95,28.618,140.403,0.869961,0.00705924,0.00705924,0.0975503,0.00209132,0.00811583,0.322176,0.917224
BRe_grain_90_7,9.4119,0.215628,0.79521,1127.92,29.9914,129.91,0.875722,0.00978277,0.00978277,0.106098,0.00235988,0.00870296,0.209599,0.874445
BRe_grain_90_8,12.5704,0.386631,1.10491,1494.8,50.5207,176.968,0.865993,0.00692903,0.00692903,0.0811859,0.00249688,0.00713553,0.311634,0.969545
BRe_grain_90_9,13.824,0.362319,1.17354,1617.77,41.4387,185.838,0.868471,0.00977111,0.00977111,0.0735235,0.00194842,0.00631086,0.166598,0.865242
BRe_grain_91_1,7.05517,0.259793,0.615642,835.593,26.1521,94.4085,0.863225,0.00818285,0.00818285,0.150881,0.00501159,0.0118762,0.259213,0.971749
BRe_grain_91_2,7.68779,0.211105,0.639767,925.4,24.962,103.055,0.865701,0.00723836,0.00723836,0.140221,0.00389021,0.0117895,0.173153,0.945785
BRe_grain_91_3,9.86684,0.245685,0.820855,1187.53,28.7545,133.237,0.867363,0.007224,0.007224,0.110662,0.00275026,0.00918886,0.153017,0.935063
BRe_grain_91_4,10.6684,0.237827,0.884953,1294.23,29.7599,145.946,0.870364,0.00614404,0.00614404,0.104246,0.0024033,0.00894266,0.253126,0.933372
BRe_grain_91_5,8.73912,0.26591,0.747928,1053.37,32.324,120.427,0.85556,0.00823019,0.00823019,0.129585,0.00431364,0.012133,0.169632,0.944604
BRe_grain_92_1,4.54819,0.0605578,0.369858,535.335,6.65701,59.3314,0.838524,0.00513636,0.00513636,0.246194,0.00326909,0.019966,0.238387,0.906938
BRe_grain_92_2,4.93352,0.0804178,0.409867,581.564,9.23311,65.8748,0.838338,0.00563492,0.00563492,0.226465,0.00388584,0.0198051,0.187018,0.925007
BRe_grain_92_3,5.70812,0.115908,0.486399,680.752,11.6061,78.7596,0.849928,0.00661681,0.00661681,0.195578,0.00370136,0.0155325,0.15199,0.928825
BRe_grain_92_4,7.41765,0.137368,0.625988,891.503,17.2931,99.7783,0.85524,0.00607658,0.00607658,0.148597,0.00269155,0.0122654,0.127256,0.909526
BRe_grain_92_5,7.11003,0.114816,0.625354,863.495,12.9238,103.8,0.858483,0.00615461,0.00615461,0.149772,0.00243149,0.0132434,0.156158,0.90355
BRe_grain_92_6,6.08134,0.164192,0.550084,726.429,19.5523,88.7814,0.852143,0.00501823,0.00501823,0.173624,0.00482581,0.0161677,0.107447,0.969611
BRe_grain_92_7,6.32511,0.199827,0.580609,758.322,22.2155,93.2966,0.861561,0.0079913,0.0079913,0.164049,0.00507059,0.0147329,0.275164,0.95615
BRe_grain_93_1,3.61628,0.0973097,0.310966,429.171,11.1763,49.6418,0.871693,0.00714802,0.00714802,0.318961,0.00839095,0.0268144,0.146705,0.95677
BRe_grain_93_2,4.07839,0.129599,0.355133,481.443,15.0302,55.897,0.866883,0.00719496,0.00719496,0.287998,0.00900035,0.0246631,0.212936,0.957105
BRe_grain_93_3,5.88795,0.239491,0.533145,705.022,27.7623,83.3645,0.877295,0.00474684,0.00474684,0.201749,0.00811259,0.0180599,0.081412,0.987298
BRe_grain_93_4,9.14836,0.234026,0.769717,1091.51,28.0523,123.92,0.875734,0.00472428,0.00472428,0.12293,0.00327229,0.0107627,0.128652,0.962912
BRe_grain_93_5,6.97247,0.158406,0.591698,829.305,20.1106,95.5899,0.879839,0.00592078,0.00592078,0.15826,0.00359345,0.0134227,0.118465,0.935946
BRe_grain_93_6,10.1868,0.218625,0.855183,1207.3,26.1699,137.753,0.88045,0.00509795,0.00509795,0.105103,0.00225571,0.00882352,0.0844581,0.948601
BRe_grain_99_1,7.29872,0.155018,0.611252,918.226,22.4913,105.117,0.899686,0.00682123,0.00682123,0.140309,0.00299498,0.0118095,0.0720155,0.933188
BRe_grain_99_2,14.5762,1.20497,1.69282,1751.45,139.666,241.422,0.867846,0.00806225,0.00806225,0.0802095,0.00468867,0.00658695,0.0855487,0.98955
BRe_grain_99_4,8.06491,0.388681,0.759379,982.198,47.1435,119.336,0.877533,0.0105488,0.0105488,0.133141,0.00626401,0.0122382,0.0584553,0.974258
BRe_grain_99_5,7.85468,0.353981,0.727449,947.841,39.8047,113.023,0.87001,0.0113514,0.0113514,0.131824,0.00548398,0.0112699,0.354488,0.980818
HFO_1,0.12217,0.00136324,0.0100796,15.4258,0.175971,1.75445,0.919111,0.00612481,0.00612481,8.18609,0.0920676,0.680734,0.345273,0.767907
HFO_10,0.122167,0.00115386,0.01,15.4256,0.150962,1.74501,0.917803,0.00583859,0.00583859,8.18576,0.0785677,0.680917,0.478967,0.741079
HFO_11,0.122154,0.00114533,0.00998471,15.4226,0.171846,1.73553,0.914149,0.00557554,0.00557554,8.18627,0.0764551,0.666515,0.346146,0.792192
HFO_12,0.12217,0.000961341,0.0100099,15.4254,0.144108,1.74128,0.915235,0.00514394,0.00514394,8.18559,0.0634828,0.661008,0.340778,0.687694
HFO_13,0.122154,0.00108325,0.0101142,15.4231,0.150529,1.75068,0.917352,0.00514606,0.00514606,8.187,0.0730958,0.682489,0.311821,0.739502
HFO_14,0.122159,0.00137096,0.0102,15.4238,0.166105,1.76634,0.917472,0.00579766,0.00579766,8.18722,0.093459,0.695339,0.407241,0.806707
HFO_15,0.122185,0.00143368,0.0102144,15.4271,0.172722,1.76841,0.917871,0.00506058,0.00506058,8.18638,0.0964379,0.687084,0.410594,0.847191
HFO_16,0.122165,0.000892235,0.0100055,15.4254,0.110999,1.75157,0.917345,0.00539677,0.00539677,8.18587,0.0585326,0.656384,0.454659,0.61975
HFO_17,0.122156,0.00116625,0.0100289,15.4234,0.143939,1.75336,0.91431,0.00615341,0.00615341,8.18651,0.0786793,0.676579,0.408705,0.66716
HFO_18,0.12218,0.00120717,0.0100563,15.4269,0.157083,1.75059,0.91854,0.00645937,0.00645937,8.18532,0.0804743,0.67039,0.337979,0.708642
HFO_19,0.122153,0.00118291,0.0100679,15.423,0.151214,1.75238,0.915134,0.00594485,0.00594485,8.18665,0.0791144,0.673355,0.329002,0.7108
HFO_2,0.122154,0.00144769,0.0100703,15.4234,0.175235,1.75098,0.91712,0.00671208,0.00671208,8.18662,0.0964768,0.671101,0.355632,0.762905
HFO_20,0.122188,0.00105293,0.0101533,15.4273,0.142442,1.76083,0.914961,0.00481112,0.00481112,8.19451,0.0707637,0.68237,0.371672,0.727189
HFO_21,0.12208,0.00137256,0.00936323,15.4151,0.184334,1.65774,0.918578,0.00569904,0.00569904,8.18477,0.0949714,0.647869,0.341979,0.825338
HFO_22,0.122186,0.00110369,0.0100412,15.4275,0.150962,1.73327,0.920624,0.00579758,0.00579758,8.18492,0.0758824,0.69037,0.449822,0.761602
HFO_23,0.122149,0.000981236,0.00997224,15.4217,0.150915,1.73228,0.915258,0.00583729,0.00583729,8.18652,0.066269,0.673488,0.343475,0.656218
HFO_24,0.122265,0.00119663,0.0108786,15.4413,0.174594,1.9087,0.917935,0.00607553,0.00607553,8.18694,0.0805275,0.732079,0.265106,0.74732
HFO_25,0.121954,0.00158795,0.00879622,15.3975,0.191122,1.4941,0.91296,0.00605385,0.00605385,8.18299,0.108511,0.601083,0.285366,0.827296
HFO_26,0.122168,0.00128562,0.00985961,15.4262,0.191877,1.719,0.917614,0.0059661,0.0059661,8.185,0.0885437,0.679057,0.252807,0.808361
HFO_27,0.122116,0.00146967,0.00993344,15.4179,0.200923,1.7258,0.917934,0.00567741,0.00567741,8.18752,0.0952587,0.643851,0.195279,0.843978
HFO_28,0.122114,0.00196662,0.0100893,15.4184,0.232094,1.72439,0.918639,0.00545471,0.00545471,8.18774,0.128338,0.658408,0.306713,0.897722
HFO_29,0.122188,0.00188567,0.0101636,15.4256,0.232158,1.73958,0.912369,0.00497025,0.00497025,8.18569,0.127697,0.688277,0.206792,0.91988
HFO_3,0.12218,0.00132495,0.0101757,15.4269,0.162079,1.76789,0.917445,0.00543355,0.00543355,8.18611,0.0889912,0.68346,0.264877,0.806896
HFO_30,0.122247,0.0019581,0.0115574,15.4339,0.255378,1.96583,0.918457,0.00717438,0.00717438,8.19946,0.134061,0.791275,0.198754,0.853368
HFO_31,0.122238,0.00113072,0.0101032,15.4504,0.130229,1.64699,0.919275,0.00581524,0.00581524,8.17407,0.0752695,0.672551,0.526871,0.704333
HFO_32,0.12214,0.00111245,0.00946749,15.4215,0.169512,1.67607,0.913723,0.00599725,0.00599725,8.18499,0.0746211,0.635061,0.275959,0.791994
HFO_33,0.122118,0.00134491,0.00936148,15.42,0.179716,1.64909,0.917198,0.00576014,0.00576014,8.18335,0.0912703,0.635302,0.287748,0.797831
HFO_34,0.122143,0.00130326,0.00978073,15.4212,0.16997,1.69238,0.91563,0.00477393,0.00477393,8.18544,0.0869504,0.652548,0.217499,0.852986
HFO_35,0.122152,0.00123631,0.00975483,15.423,0.168961,1.6883,0.918544,0.00541323,0.00541323,8.18505,0.0829167,0.654234,0.225836,0.779213
HFO_36,0.122199,0.00159515,0.010107,15.4289,0.208603,1.74696,0.916905,0.00490508,0.00490508,8.18483,0.105214,0.666642,0.199587,0.881373
HFO_37,0.122156,0.0013307,0.0101377,15.4236,0.171127,1.75607,0.917082,0.00488673,0.00488673,8.1866,0.0899103,0.684967,0.261714,0.836994
HFO_38,0.122385,0.0019284,0.0111876,15.4518,0.246031,1.91612,0.916393,0.00538075,0.00538075,8.19056,0.128899,0.747805,0.228783,0.904032
HFO_39,0.122082,0.000998413,0.00908675,15.415,0.131528,1.62907,0.916862,0.00638971,0.00638971,8.17814,0.0667018,0.607066,0.427452,0.583162
HFO_4,0.122168,0.00142203,0.0101816,15.4247,0.186049,1.76118,0.915469,0.00614404,0.00614404,8.18659,0.0937059,0.670927,0.249631,0.806343
HFO_40,0.122186,0.00110762,0.00992919,15.4271,0.154915,1.72912,0.912455,0.00623756,0.00623756,8.19444,0.0736153,0.659919,0.511171,0.699217
HFO_41,0.122123,0.00112665,0.00998959,15.4201,0.149296,1.73672,0.919677,0.00594231,0.00594231,8.18787,0.0776511,0.688507,0.477579,0.699071
HFO_42,0.122195,0.00132485,0.00957649,15.4296,0.185785,1.68205,0.915015,0.00548985,0.00548985,8.18232,0.0873151,0.631145,0.279243,0.819221
HFO_43,0.122041,0.00155487,0.00943031,15.4112,0.183778,1.62846,0.919067,0.00505457,0.00505457,8.18577,0.102795,0.623455,0.207626,0.872163
HFO_44,0.122318,0.00136853,0.0114163,15.4457,0.174362,2.0295,0.91555,0.00643433,0.00643433,8.18976,0.0933644,0.778847,0.38032,0.717812
HFO_45,0.121807,0.00183631,0.00875881,15.3866,0.1967,1.4641,0.914693,0.00685115,0.00685115,8.18642,0.123085,0.587088,0.48077,0.828332
HFO_46,0.122128,0.00167243,0.00994358,15.4203,0.184755,1.70898,0.919259,0.00640695,0.00640695,8.18663,0.110431,0.656574,0.381814,0.820634
